of	the	-0.543272
in	the	-0.572282
to	the	-0.776261
and	the	-1.075884
on	the	-0.533344
for	the	-0.633947
at	the	-0.415353
by	the	-0.622829
with	the	-0.653178
from	the	-0.557057
as	the	-0.826419
the	first	-1.782647
to	be	-1.287435
it	is	-0.671705
is	the	-1.014002
it	was	-0.693364
such	as	-0.143656
he	was	-0.708227
that	the	-0.865695
one	of	-0.451336
united	states	-0.187922
th	century	-0.309994
the	united	-2.008644
during	the	-0.262559
was	the	-1.202512
external	links	-0.033597
part	of	-0.122524
the	th	-2.113745
in	and	-1.734119
of	his	-1.867909
has	been	-0.648609
can	be	-0.351495
the	same	-2.162483
after	the	-0.566512
as	well	-1.253615
have	been	-0.637267
known	as	-0.274789
the	new	-2.211289
new	york	-0.658080
the	most	-2.228485
due	to	-0.021655
number	of	-0.204912
the	world	-2.233342
well	as	-0.248666
and	was	-1.874517
into	the	-0.506827
references	external	-0.345964
according	to	-0.000778
and	in	-1.896154
in	his	-1.876471
see	also	-0.214224
the	city	-2.289933
the	second	-2.310379
university	of	-0.401544
there	are	-0.553381
had	been	-0.824708
from	to	-1.242653
list	of	-0.108814
under	the	-0.402461
and	is	-1.989797
is	an	-1.483563
as	an	-1.457512
based	on	-0.300310
the	national	-2.382328
in	he	-1.989952
which	is	-1.043456
in	which	-1.995402
to	have	-1.850048
end	of	-0.227338
which	was	-1.052591
did	not	-0.160278
and	other	-2.036121
over	the	-0.552403
between	the	-0.576439
there	is	-0.628748
is	also	-1.528431
the	end	-2.420235
that	he	-1.353891
and	his	-2.045390
when	the	-0.689571
the	time	-2.447395
more	than	-0.693350
out	of	-0.482506
the	season	-2.454608
the	two	-2.459168
the	following	-2.462292
member	of	-0.171802
is	not	-1.584786
of	its	-2.187355
through	the	-0.487628
the	and	-2.480072
would	be	-0.639190
the	british	-2.480526
for	example	-1.535865
of	their	-2.197965
members	of	-0.305060
world	war	-0.682023
they	were	-0.885376
may	be	-0.701258
the	film	-2.493433
used	to	-0.715399
the	university	-2.500223
was	also	-1.640530
use	of	-0.479081
the	other	-2.508476
they	are	-0.905403
in	an	-2.113090
in	this	-2.113868
the	early	-2.511782
of	this	-2.228676
the	state	-2.519762
the	last	-2.525567
of	an	-2.238541
this	is	-1.109948
used	in	-0.757027
most	of	-0.770335
the	main	-2.543464
he	is	-1.332881
the	name	-2.544305
he	had	-1.338066
was	not	-1.685924
between	and	-0.713728
in	in	-2.159398
high	school	-0.553572
along	with	-0.280811
the	south	-2.560598
the	original	-2.560817
that	it	-1.496581
of	these	-2.276540
some	of	-0.779750
history	of	-0.584870
within	the	-0.311202
the	north	-2.572109
against	the	-0.515555
since	the	-0.564826
the	year	-2.581405
it	has	-1.367548
of	which	-2.299466
up	to	-0.686669
the	country	-2.592665
the	american	-2.594315
that	is	-1.527692
for	his	-1.649854
the	only	-2.598466
established	in	-0.334530
to	his	-2.059802
the	town	-2.607133
in	their	-2.211119
but	the	-1.040021
she	was	-0.751835
about	the	-0.712281
and	its	-2.241424
while	the	-0.710500
found	in	-0.500184
before	the	-0.595166
was	an	-1.760178
in	new	-2.229909
became	the	-0.631124
in	addition	-2.236573
the	late	-2.633447
because	of	-0.486381
the	next	-2.638384
until	the	-0.566313
are	the	-1.354034
where	he	-0.712301
won	the	-0.406561
of	all	-2.364119
united	kingdom	-0.834788
does	not	-0.130855
around	the	-0.459816
including	the	-0.682549
the	area	-2.660495
the	war	-2.662562
and	to	-2.286171
at	least	-1.489784
and	that	-2.287833
the	largest	-2.664639
to	make	-2.121299
the	west	-2.668263
with	an	-1.668472
the	game	-2.669524
where	the	-0.741415
the	battle	-2.673189
with	his	-1.675548
and	then	-2.300361
among	the	-0.428640
the	third	-2.677457
the	final	-2.677743
the	french	-2.678602
who	was	-1.037247
city	of	-0.805399
he	also	-1.471026
able	to	-0.017403
the	top	-2.687288
as	part	-1.769913
all	the	-0.990365
of	new	-2.402213
which	the	-1.344264
was	born	-1.828966
than	the	-0.828081
this	was	-1.273924
people	from	-0.873156
form	of	-0.471424
following	the	-0.592359
born	in	-0.634137
in	order	-2.306024
the	government	-2.703527
living	people	-0.304217
the	team	-2.708412
when	he	-0.975989
was	released	-1.846386
on	january	-1.718636
the	great	-2.714596
in	its	-2.318475
the	album	-2.715531
served	as	-0.283915
back	to	-0.457297
used	for	-0.936809
which	he	-1.369889
as	of	-1.799677
the	club	-2.719135
that	they	-1.653104
battle	of	-0.329702
who	had	-1.080872
order	to	-0.709980
the	song	-2.724200
and	he	-2.348489
on	may	-1.729511
led	to	-0.398579
rather	than	-0.151381
returned	to	-0.157252
on	june	-1.732715
the	band	-2.729969
and	it	-2.354433
